brand,currency,min_price,rating,five_star_scale_rating,ratings_count,condition_label,condition_description,seller_note,processor,screen_size_inches,manufacturer_color,color,hard_drive_size,hard_drive_size_unit,ram_size,ram_size_unit,ssd_size,ssd_size_unit,gpu_type,processor_speed,processor_speed_unit,laptop_type,release_year,display_width,display_height,model,os,features,country_of_manufacturer,storage_type
fujitsu_pc_corp,$,169.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_8th_gen,13.3,other,other,,,8.0,gigabytes,256.0,gigabytes,unknown,,unknown,laptop,,1366,768,lifebook_t939,windows,,unknown,ssd
fujitsu_siemens,$,463.15,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,intel_core_i5_4th_generation,15.0,other,other,,unknown,,,120.0,gigabytes,intel,,unknown,unknown,,1280,720,a574,windows,,unknown,unknown
dell,$,253.08,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_1035g1,15.6,other,other,,,,,,,unknown,,unknown,laptop,,,,dell_inspiron_5593,unknown,,unknown,unknown
samsung,$,178.87,,,,no_label,No description,,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,711.59,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,576.69,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,14.0,other,other,,unknown,,,480.0,gigabytes,intel,2.0,GHz,laptop,,,,t470,windows,"10/100lancard,touchscreen,wi-fi,bluetooth",unknown,ssd
hp,$,119.99,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,15.6,other,other,,,,,,,unknown,,unknown,unknown,,,,hp_15ef2125wm,unknown,,unknown,unknown
unknown,$,43.4,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,742.85,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,14.0,other,black,,unknown,,,960.0,gigabytes,intel,,unknown,unknown,,,,t470,windows,,unknown,unknown
fujitsu_siemens,$,323.23,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,13.0,other,gray,,unknown,,,120.0,gigabytes,intel,2.3,GHz,laptop,,1280,720,e736,windows,"10/100lancard,webcamintegrated,wi-fi,bluetooth",unknown,ssd
lenovo,$,94.91,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,see_photos,15.0,other,other,,,,,,,unknown,,unknown,laptop,,,,,windows,,unknown,unknown
unknown,$,1723.5,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
samsung,$,116.97,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
hp,$,44.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Fully Tested and Fully working. Ships with charger.”,intel_celeron_n,11.6,other,other,32.0,gigabytes,4.0,gigabytes,32.0,gigabytes,intel,1.6,GHz,laptop,,1366,768,hp_chromebook_11_g5,chrome,bluetooth,unknown,ssd
panasonic,$,224.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_gen,10.1,other,other,8.0,gigabytes,8.0,gigabytes,128.0,gigabytes,unknown,2.4,GHz,other,,,,fzg1,windows,touchscreen,unknown,ssd
samsung,$,58.76,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,327.09,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
dell,$,291.01,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_4th_generation,14.0,other,other,,unknown,,,120.0,gigabytes,nvidia,2.6,GHz,laptop,,1280,720,e5440,windows,"10/100lancard,wi-fi,sdcardreader",unknown,unknown
unknown,$,408.4,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
lenovo,$,199.99,,,,excellent_refurbished,"The item is in like-new condition, backed by a one-year warranty.
    It has been professionally refurbished, inspected, and cleaned to excellent condition by qualified sellers.
    The item includes original or new accessories and will come in new generic packaging.",,intel_core_i5_6th_gen,14.0,other,other,512.0,gigabytes,20.0,gigabytes,512.0,gigabytes,intel,2.4,GHz,laptop,,1920,1080,t460s,windows,"webcam,bluetooth,wi-fi",united_states,ssd
lenovo,$,800.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,core_i5_8350u_8th,15.6,other,other,256.0,gigabytes,16.0,gigabytes,256.0,gigabytes,unknown,,unknown,laptop,,,,lenovo_thinkpad_t580,other,,unknown,ssd
unknown,$,476.8,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
